Card Name,Condition,Printing,Set,Box Name
Charizard VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Snorlax,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Venusaur VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Charizard VSTAR,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Luxray,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Kangaskhan,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Arceus V,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Blastoise V,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Rillaboom,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Arceus VSTAR,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Cinccino,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Poké Ball,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Houndoom,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Radiant Eevee,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Gengar & Mimikyu-GX,Lightly Played+,Holofoil,SM9: Team Up,Tag Team Debut!
Charizard & Braixen-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Pikachu & Zekrom-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Mewtwo & Mew-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Reshiram & Charizard-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Eevee & Snorlax-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Slowpoke & Psyduck-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Magikarp & Wailord-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Garchomp & Giratina-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Latias & Latios-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Gardevoir & Sylveon-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Marshadow & Machamp-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Blastoise & Piplup-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Arceus & Dialga & Palkia-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Raichu & Alolan Raichu-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Mega Sableye & Tyranitar-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Celebi & Venusaur-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Lucario & Melmetal-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Muk & Alolan Muk-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Mega Lopunny & Jigglypuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Venusaur & Snivy-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Moltres & Zapdos & Articuno-GX,Near Mint,Holofoil,SM115: Hidden Fates,Tag Team Debut!
Greninja & Zoroark-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Pheromosa & Buzzwole-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Naganadel & Guzzlord-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Rowlet & Alolan Exeggutor-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Lillie,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Lisia,Near Mint,Holofoil,SM7: Celestial Storm,Empowered Trainers!
Skyla,Near Mint,Holofoil,BW7: Boundaries Crossed,Empowered Trainers!
Rosa,Near Mint,Holofoil,SM12: Cosmic Eclipse,Empowered Trainers!
Misty's Favor,Near Mint,Holofoil,SM11: Unified Minds,Empowered Trainers!
Cynthia & Caitlin,Near Mint,Holofoil,SM12: Cosmic Eclipse,Empowered Trainers!
Iris,Near Mint,Holofoil,BW10: Plasma Blast,Empowered Trainers!
Bianca,Near Mint,Holofoil,BW7: Boundaries Crossed,Empowered Trainers!
Lusamine,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Cynthia,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Professor Juniper,Near Mint,Holofoil,BW9: Plasma Freeze,Empowered Trainers!
Iono,Near Mint,Holofoil,SV2: Paldea Evolved,Empowered Trainers!
Jasmine,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Zinnia,Near Mint,Holofoil,SM75: Dragon Majesty,Empowered Trainers!
Mina,Near Mint,Holofoil,SM8: Lost Thunder,Empowered Trainers!
Whitney,Near Mint,Holofoil,SM8: Lost Thunder,Empowered Trainers!
Mars,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Dana,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Gardenia,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Evelyn,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Marnie,Near Mint,Holofoil,SWSH1: Sword & Shield,Empowered Trainers!
Wicke,Near Mint,Holofoil,SM3: Burning Shadows,Empowered Trainers!
TV Reporter,Near Mint,Holofoil,SM7: Celestial Storm,Empowered Trainers!
Diantha,Near Mint,Holofoil,SM6: Forbidden Light,Empowered Trainers!
Pokémon Center Lady,Near Mint,Holofoil,XY2: Flashfire,Empowered Trainers!
Welder,Near Mint,Holofoil,SM10: Unbroken Bonds,Empowered Trainers!
Morgan,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Sonia,Near Mint,Holofoil,SWSH2: Rebel Clash,Empowered Trainers!
Mela,Near Mint,Holofoil,SV4: Paradox Rift,Empowered Trainers!
Olivia,Near Mint,Holofoil,SM4: Crimson Invasion,Empowered Trainers!
Bea,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Empowered Trainers!
Melony,Near Mint,Holofoil,SWSH6: Chilling Reign,Empowered Trainers!
Tulip,Near Mint,Holofoil,SV4: Paradox Rift,Empowered Trainers!
Professor Burnet,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Empowered Trainers!
Klara,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Empowered Trainers!
Shining Legends Elite Trainer Box!,Sealed,Elite Trainer Box,Shining Legends,Collecting Elite Trainer Boxes!
Celebrations Elite Trainer Box!,Sealed,Elite Trainer Box,Celebrations,Collecting Elite Trainer Boxes!
Crimson Invasion Elite Trainer Box!,Sealed,Elite Trainer Box,Crimson Invasion,Collecting Elite Trainer Boxes!
151 Elite Trainer Box!,Sealed,Elite Trainer Box,151,Collecting Elite Trainer Boxes!
Fusion Strike Elite Trainer Box!,Sealed,Elite Trainer Box,Fusion Strike,Collecting Elite Trainer Boxes!
Pokemon GO Elite Trainer Box!,Sealed,Elite Trainer Box,Pokemon GO,Collecting Elite Trainer Boxes!
Vivid Voltage Elite Trainer Box!,Sealed,Elite Trainer Box,Vivid Voltage,Collecting Elite Trainer Boxes!
Crown Zenith Elite Trainer Box!,Sealed,Elite Trainer Box,Crown Zenith,Collecting Elite Trainer Boxes!
Shining Fates Elite Trainer Box!,Sealed,Elite Trainer Box,Shining Fates,Collecting Elite Trainer Boxes!
Lost Origin Elite Trainer Box!,Sealed,Elite Trainer Box,Lost Origin,Collecting Elite Trainer Boxes!
Brilliant Stars Elite Trainer Box!,Sealed,Elite Trainer Box,Brilliant Stars,Collecting Elite Trainer Boxes!
Darkness Ablaze Elite Trainer Box!,Sealed,Elite Trainer Box,Darkness Ablaze,Collecting Elite Trainer Boxes!
Paldean Fates Elite Trainer Box!,Sealed,Elite Trainer Box,Paldean Fates,Collecting Elite Trainer Boxes!
Obsidian Flames Elite Trainer Box!,Sealed,Elite Trainer Box,Obsidian Flames,Collecting Elite Trainer Boxes!
Paldea Evolved Elite Trainer Box!,Sealed,Elite Trainer Box,Paldea Evolved,Collecting Elite Trainer Boxes!
Astral Radiance Elite Trainer Box!,Sealed,Elite Trainer Box,Astral Radiance,Collecting Elite Trainer Boxes!
151 - Booster Pack!,Sealed,Booster,151,Collecting Elite Trainer Boxes!
Fusion Strike - Booster Pack!,Sealed,Booster,Fustion Strike,Collecting Elite Trainer Boxes!
Lost Origin - Booster Pack!,Sealed,Booster,Lost Origin,Collecting Elite Trainer Boxes!
Brilliant Stars - Booster Pack!,Sealed,Booster,Brilliant Stars,Collecting Elite Trainer Boxes!
Crown Zenith - Booster Pack!,Sealed,Booster,Crown Zenith,Collecting Elite Trainer Boxes!
Vivid Voltage - Booster Pack!,Sealed,Booster,Vivid Voltage,Collecting Elite Trainer Boxes!
Ultra Prism Elite Trainer Box [Dawn Wings Necrozma]!,Sealed,Elite Trainer Box,Ultra Prism,Double Elite Trouble!
Ultra Prism Elite Trainer Box [Dusk Mane Necrozma]!,Sealed,Elite Trainer Box,Ultra Prism,Double Elite Trouble!
Evolving Skies Elite Trainer Box [Flareon/Jolteon/Umbreon/Leafeon]!,Sealed,Elite Trainer Box,Evolving Skies,Double Elite Trouble!
Evolving Skies Elite Trainer Box [Glaceon/Vaporeon/Sylveon/Espeon]!,Sealed,Elite Trainer Box,Evolving Skies,Double Elite Trouble!
Sun & Moon Elite Trainer Box [Solgaleo]!,Sealed,Elite Trainer Box,Sun & Moon,Double Elite Trouble!
Sun & Moon Elite Trainer Box [Lunala]!,Sealed,Elite Trainer Box,Sun & Moon,Double Elite Trouble!
Sword & Shield Elite Trainer Box [Zacian]!,Sealed,Elite Trainer Box,Sword & Shield,Double Elite Trouble!
Sword & Shield Elite Trainer Box [Zamazenta]!,Sealed,Elite Trainer Box,Sword & Shield,Double Elite Trouble!
Chilling Reign Elite Trainer Box [Ice Rider Calyrex]!,Sealed,Elite Trainer Box,Chilling Reign,Double Elite Trouble!
Chilling Reign Elite Trainer Box [Shadow Rider Calyrex]!,Sealed,Elite Trainer Box,Chilling Reign,Double Elite Trouble!
Battle Styles Elite Trainer Box [Rapid Strike Urshifu] (Blue)!,Sealed,Elite Trainer Box,Battle Styles,Double Elite Trouble!
Scarlet & Violet Elite Trainer Box [Miraidon]!,Sealed,Elite Trainer Box,Scarlet & Violet,Double Elite Trouble!
Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red)!,Sealed,Elite Trainer Box,Battle Styles,Double Elite Trouble!
Temporal Forces Elite Trainer Box [Iron Leaves]!,Sealed,Elite Trainer Box,Temporal Forces,Double Elite Trouble!
Paradox Rift Elite Trainer Box [Iron Valiant]!,Sealed,Elite Trainer Box,Paradox Rift,Double Elite Trouble!
Temporal Forces Elite Trainer Box [Walking Wake]!,Sealed,Elite Trainer Box,Temporal Forces,Double Elite Trouble!
Paradox Rift Elite Trainer Box [Roaring Moon]!,Sealed,Elite Trainer Box,Paradox Rift,Double Elite Trouble!
Scarlet & Violet Elite Trainer Box [Koraidon]!,Sealed,Elite Trainer Box,Scarlet & Violet,Double Elite Trouble!
Evolving Skies - Booster Pack!,Sealed,Booster,Evolving Skies,Double Elite Trouble!
Chilling Reign - Booster Pack!,Sealed,Booster,Chilling Reign,Double Elite Trouble!
Sword & Shield - Booster Pack!,Sealed,Booster,Sword & Shield,Double Elite Trouble!
Battle Styles - Booster Pack!,Sealed,Booster,Battle Styles,Double Elite Trouble!
Paradox Rift - Booster Pack!,Sealed,Booster,Paradox Rift,Double Elite Trouble!
Scarlet & Violet - Booster Pack!,Sealed,Booster,Scarlet & Violet,Double Elite Trouble!
Evolving Skies Pokemon Center Elite Trainer Box [Glaceon/Vaporeon/Sylveon/Espeon] (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Evolving Skies,Officer Jenny's Secret Stash!
Celebrations Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Celebrations,Officer Jenny's Secret Stash!
Crown Zenith Pokemon Center Elite Trainer Box Plus!,Sealed,Exclusive Elite Trainer Box,Crown Zenith,Officer Jenny's Secret Stash!
Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Koraidon]!,Sealed,Exclusive Elite Trainer Box,Scarlet & Violet,Officer Jenny's Secret Stash!
Chilling Reign Pokemon Center Elite Trainer Box [Ice Rider Calyrex] (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Chilling Reign,Officer Jenny's Secret Stash!
Sword & Shield Elite Trainer Box Plus [Zamazenta]!,Sealed,Elite Trainer Box +,Sword & Shield,Officer Jenny's Secret Stash!
Silver Tempest Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Silver Tempest,Officer Jenny's Secret Stash!
Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Iron Leaves]!,Sealed,Exclusive Elite Trainer Box,Temporal Forces,Officer Jenny's Secret Stash!
Pokemon GO Pokemon Center Elite Trainer Box Plus (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Pokemon GO,Officer Jenny's Secret Stash!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Iron Valiant]!,Sealed,Exclusive Elite Trainer Box,Paradox Rift,Officer Jenny's Secret Stash!
Fusion Strike Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Fusion Strike,Officer Jenny's Secret Stash!
Brilliant Stars Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Brilliant Stars,Officer Jenny's Secret Stash!
Evolving Skies - Booster Pack!,Sealed,Booster,Evolving Skies,Officer Jenny's Secret Stash!
Celebrations - Booster Pack!,Sealed,Booster,Celebrations,Officer Jenny's Secret Stash!
Sword & Shield - Booster Pack!,Sealed,Booster,Sword & Shield,Officer Jenny's Secret Stash!
Fusion Strike - Booster Pack!,Sealed,Booster,Fusion Strike,Officer Jenny's Secret Stash!
Brilliant Stars - Booster Pack!,Sealed,Booster,Brilliant Stars,Officer Jenny's Secret Stash!
Crown Zenith - Booster Pack!,Sealed,Booster,Crown Zenith,Officer Jenny's Secret Stash!
Silver Tempest - Booster Pack!,Sealed,Booster,Silver Tempest,Officer Jenny's Secret Stash!
Scarlet & Violet - Booster Pack!,Sealed,Booster,Scarlet & Violet,Officer Jenny's Secret Stash!
Sylveon VMAX,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Leafeon VMAX,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Glaceon VMAX,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Espeon VMAX,Lightly Played+,Holofoil,SWSH8: Fusion Strike,"I Choose You, Eevee!"
Espeon V,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Umbreon V,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Vaporeon VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Glaceon V,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Jolteon VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Umbreon VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Flareon VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Vaporeon V,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Sylveon VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Sylveon V,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Leafeon V,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Flareon V,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Jolteon V,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Eevee-GX,Near Mint,Holofoil,SMP: SM Black Star Promos,"I Choose You, Eevee!"
Eevee,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Eevee,Near Mint,Normal,SM12: Cosmic Eclipse,"I Choose You, Eevee!"
Eevee,Near Mint,Normal,SWSH10: Astral Radiance,"I Choose You, Eevee!"
Evolving Skies Pokemon Center Elite Trainer Box [Jolteon/Flareon/Umbreon/Leafeon] (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Evolving Skies,Nurse Joy's Secret Stash!
151 Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,151,Nurse Joy's Secret Stash!
Paldean Fates Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Paldean Fates,Nurse Joy's Secret Stash!
Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Miraidon]!,Sealed,Exclusive Elite Trainer Box,Scarlet & Violet,Nurse Joy's Secret Stash!
Paldea Evolved Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Paldea Evolved,Nurse Joy's Secret Stash!
Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Walking Wake]!,Sealed,Exclusive Elite Trainer Box,Temporal Forces,Nurse Joy's Secret Stash!
Chilling Reign Pokemon Center Elite Trainer Box [Shadow Rider Calyrex] (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Chilling Reign,Nurse Joy's Secret Stash!
Sword & Shield Elite Trainer Box Plus [Zacian]!,Sealed,Elite Trainer Box +,Sword & Shield,Nurse Joy's Secret Stash!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Roaring Moon]!,Sealed,Exclusive Elite Trainer Box,Paradox Rift,Nurse Joy's Secret Stash!
Lost Origin Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Lost Origin,Nurse Joy's Secret Stash!
Obsidian Flames Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Obsidian Flames,Nurse Joy's Secret Stash!
Astral Radiance Pokemon Center Elite Trainer Box (Exclusive)!,Sealed,Exclusive Elite Trainer Box,Astral Radiance,Nurse Joy's Secret Stash!
Evolving Skies - Booster Pack!,Sealed,Booster,Evolving Skies,Nurse Joy's Secret Stash!
151 - Booster Pack!,Sealed,Booster,151,Nurse Joy's Secret Stash!
Sword & Shield - Booster Pack!,Sealed,Booster,Sword & Shield,Nurse Joy's Secret Stash!
Astral Radiance - Booster Pack!,Sealed,Booster,Astral Radiance,Nurse Joy's Secret Stash!
Paldea Evolved - Booster Pack!,Sealed,Booster,Paldea Evolved,Nurse Joy's Secret Stash!
Obsidian Flames - Booster Pack!,Sealed,Booster,Obsidian Flames,Nurse Joy's Secret Stash!
Paradox Rift - Booster Pack!,Sealed,Booster,Paradox Rift,Nurse Joy's Secret Stash!
Scarlet & Violet - Booster Pack!,Sealed,Booster,Scarlet & Violet,Nurse Joy's Secret Stash!
Giovanni's Gyarados (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machamp (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoking (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Persian (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Earth Badge!
Giovanni (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoqueen (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Pinsir (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machoke (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Magikarp (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Meowth (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Meowth (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidorina (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidorino (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machop (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoran ♀ (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoran ♂ (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Earth Badge!
Charizard ex,Lightly Played+,Holofoil,SV3PT5: 151,Top Shelf 151
Venusaur ex,Lightly Played+,Holofoil,SV3PT5: 151,Top Shelf 151
Zapdos ex,Lightly Played+,Holofoil,SV3PT5: 151,Top Shelf 151
Blastoise ex,Lightly Played+,Holofoil,SV3PT5: 151,Top Shelf 151
Charmander,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Charizard ex,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Bulbasaur,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Erika's Invitation,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Alakazam ex,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Blastoise ex,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Ditto,Near Mint,Holofoil,SV3PT5: 151,Top Shelf 151
Roaring Moon ex,Lightly Played+,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Groudon,Near Mint,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Iron Valiant ex,Near Mint,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Gholdengo ex,Near Mint,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Altaria ex,Near Mint,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Iron Hands ex,Near Mint,Holofoil,SV4: Paradox Rift,Top Shelf Paradox Rift
Porygon,Near Mint,Normal,SV4: Paradox Rift,Top Shelf Paradox Rift
Evolving Skies Booster Display!,Sealed,Booster Display,Evolving Skies,Welcome to Galar!
Sword & Shield Booster Display!,Sealed,Booster Display,Sword & Shield,Welcome to Galar!
Rebel Clash Booster Display!,Sealed,Booster Display,Rebel Clash,Welcome to Galar!
Fusion Strike Booster Display!,Sealed,Booster Display,Fusion Strike,Welcome to Galar!
Chilling Reign Booster Display!,Sealed,Booster Display,Chilling Reign,Welcome to Galar!
Lost Origin Booster Display!,Sealed,Booster Display,Lost Origin,Welcome to Galar!
Astral Radiance Booster Display!,Sealed,Booster Display,Astral Radiance,Welcome to Galar!
Brilliant Stars Booster Display!,Sealed,Booster Display,Brilliant Stars,Welcome to Galar!
Darkness Ablaze Booster Display!,Sealed,Booster Display,Darkness Ablaze,Welcome to Galar!
Silver Tempest Booster Display!,Sealed,Booster Display,Silver Tempest,Welcome to Galar!
Battle Styles Booster Display!,Sealed,Booster Display,Battle Styles,Welcome to Galar!
Evolving Skies - Booster Pack!,Sealed,Booster,Evolving Skies,Welcome to Galar!
Chilling Reign - Booster Pack!,Sealed,Booster,Chilling Reign,Welcome to Galar!
Sword & Shield - Booster Pack!,Sealed,Booster,Sword & Shield,Welcome to Galar!
Fusion Strike - Booster Pack!,Sealed,Booster,Fusion Strike,Welcome to Galar!
Astral Radiance - Booster Pack!,Sealed,Booster,Astral Radiance,Welcome to Galar!
Rebel Clash - Booster Pack!,Sealed,Booster,Rebel Clash,Welcome to Galar!
Lost Origin - Booster Pack!,Sealed,Booster,Lost Origin,Welcome to Galar!
Brilliant Stars - Booster Pack!,Sealed,Booster,Brilliant Stars,Welcome to Galar!
Darkness Ablaze - Booster Pack!,Sealed,Booster,Darkness Ablaze,Welcome to Galar!
Battle Styles - Booster Pack!,Sealed,Booster,Battle Styles,Welcome to Galar!
Silver Tempest - Booster Pack!,Sealed,Booster,Silver Tempest,Welcome to Galar!
Blaine's Charizard (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Moltres (1st Edition),Lightly Played+,1st Edition Holofoil,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Arcanine (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Volcano Badge!
Blaine (1st Edition),Lightly Played+,1st Edition Holofoil,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ninetales (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmeleon (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmander (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Kangaskhan (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Growlithe (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Dodrio (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmander (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Magmar (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Growlithe (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Rapidash (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Growlithe (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ponyta (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Tauros (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Vulpix (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Mankey (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ponyta (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Vulpix (1st Edition),Lightly Played+,1st Edition,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Rhyhorn (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Doduo (1st Edition),Lightly Played+,1st Edition,GYM2: Gym Challenge,The Volcano Badge!
Dragonite V,Lightly Played+,Holofoil,SWSH7: Evolving Skies,"I Choose You, Dragonite!"
Dragonite-GX,Near Mint,Holofoil,SM11: Unified Minds,"I Choose You, Dragonite!"
Dark Dragonite,Near Mint,Normal,EX7: Team Rocket Returns,"I Choose You, Dragonite!"
Dragonite-GX,Near Mint,Holofoil,SMP: SM Black Star Promos,"I Choose You, Dragonite!"
Dragonite VSTAR,Near Mint,Holofoil,PGO: Pokémon GO,"I Choose You, Dragonite!"
