Card Name,Condition,Printing,Set,Box Name
Charizard VMAX,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Snorlax,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Venusaur VMAX,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Charizard VSTAR,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Luxray,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Kangaskhan,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Arceus V,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Blastoise V,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Rillaboom,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Arceus VSTAR,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Cinccino,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Poké Ball,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Houndoom,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Radiant Eevee,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,Sword and Shield Black Star Promo!
Gengar & Mimikyu-GX,Lightly Played+,Holofoil,SM9: Team Up,Tag Team Debut!
Charizard & Braixen-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Pikachu & Zekrom-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Mewtwo & Mew-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Reshiram & Charizard-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Eevee & Snorlax-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Slowpoke & Psyduck-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Magikarp & Wailord-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Garchomp & Giratina-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Latias & Latios-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Gardevoir & Sylveon-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Marshadow & Machamp-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Blastoise & Piplup-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Arceus & Dialga & Palkia-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Raichu & Alolan Raichu-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Mega Sableye & Tyranitar-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Celebi & Venusaur-GX,Near Mint,Holofoil,SM9: Team Up,Tag Team Debut!
Lucario & Melmetal-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Muk & Alolan Muk-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Mega Lopunny & Jigglypuff-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Venusaur & Snivy-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Moltres & Zapdos & Articuno-GX,Near Mint,Holofoil,SM115: Hidden Fates,Tag Team Debut!
Greninja & Zoroark-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Pheromosa & Buzzwole-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Tag Team Debut!
Naganadel & Guzzlord-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Tag Team Debut!
Rowlet & Alolan Exeggutor-GX,Near Mint,Holofoil,SM11: Unified Minds,Tag Team Debut!
Lillie,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Lisia,Near Mint,Holofoil,SM7: Celestial Storm,Empowered Trainers!
Skyla,Near Mint,Holofoil,BW7: Boundaries Crossed,Empowered Trainers!
Rosa,Near Mint,Holofoil,SM12: Cosmic Eclipse,Empowered Trainers!
Misty's Favor,Near Mint,Holofoil,SM11: Unified Minds,Empowered Trainers!
Cynthia & Caitlin,Near Mint,Holofoil,SM12: Cosmic Eclipse,Empowered Trainers!
Iris,Near Mint,Holofoil,BW10: Plasma Blast,Empowered Trainers!
Bianca,Near Mint,Holofoil,BW7: Boundaries Crossed,Empowered Trainers!
Lusamine,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Cynthia,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Professor Juniper,Near Mint,Holofoil,BW9: Plasma Freeze,Empowered Trainers!
Iono,Near Mint,Holofoil,SV2: Paldea Evolved,Empowered Trainers!
Jasmine,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Zinnia,Near Mint,Holofoil,SM75: Dragon Majesty,Empowered Trainers!
Mina,Near Mint,Holofoil,SM8: Lost Thunder,Empowered Trainers!
Whitney,Near Mint,Holofoil,SM8: Lost Thunder,Empowered Trainers!
Mars,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Dana,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Gardenia,Near Mint,Holofoil,SM5: Ultra Prism,Empowered Trainers!
Evelyn,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Marnie,Near Mint,Holofoil,SWSH1: Sword & Shield,Empowered Trainers!
Wicke,Near Mint,Holofoil,SM3: Burning Shadows,Empowered Trainers!
TV Reporter,Near Mint,Holofoil,SM7: Celestial Storm,Empowered Trainers!
Diantha,Near Mint,Holofoil,SM6: Forbidden Light,Empowered Trainers!
Pokémon Center Lady,Near Mint,Holofoil,XY2: Flashfire,Empowered Trainers!
Welder,Near Mint,Holofoil,SM10: Unbroken Bonds,Empowered Trainers!
Morgan,Near Mint,Holofoil,SM9: Team Up,Empowered Trainers!
Sonia,Near Mint,Holofoil,SWSH2: Rebel Clash,Empowered Trainers!
Mela,Near Mint,Holofoil,SV4: Paradox Rift,Empowered Trainers!
Olivia,Near Mint,Holofoil,SM4: Crimson Invasion,Empowered Trainers!
Bea,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Empowered Trainers!
Melony,Near Mint,Holofoil,SWSH6: Chilling Reign,Empowered Trainers!
Tulip,Near Mint,Holofoil,SV4: Paradox Rift,Empowered Trainers!
Professor Burnet,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Empowered Trainers!
Klara,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Empowered Trainers!
Shining Legends Elite Trainer Box!,Elite Trainer Box,Sealed,Shining Legends,Collecting Elite Trainer Boxes!
Celebrations Elite Trainer Box!,Elite Trainer Box,Sealed,Celebrations,Collecting Elite Trainer Boxes!
Crimson Invasion Elite Trainer Box!,Elite Trainer Box,Sealed,Crimson Invasion,Collecting Elite Trainer Boxes!
151 Elite Trainer Box!,Elite Trainer Box,Sealed,151,Collecting Elite Trainer Boxes!
Fusion Strike Elite Trainer Box!,Elite Trainer Box,Sealed,Fusion Strike,Collecting Elite Trainer Boxes!
Pokemon GO Elite Trainer Box!,Elite Trainer Box,Sealed,Pokemon GO,Collecting Elite Trainer Boxes!
Vivid Voltage Elite Trainer Box!,Elite Trainer Box,Sealed,Vivid Voltage,Collecting Elite Trainer Boxes!
Crown Zenith Elite Trainer Box!,Elite Trainer Box,Sealed,Crown Zenith,Collecting Elite Trainer Boxes!
Shining Fates Elite Trainer Box!,Elite Trainer Box,Sealed,Shining Fates,Collecting Elite Trainer Boxes!
Lost Origin Elite Trainer Box!,Elite Trainer Box,Sealed,Lost Origin,Collecting Elite Trainer Boxes!
Brilliant Stars Elite Trainer Box!,Elite Trainer Box,Sealed,Brilliant Stars,Collecting Elite Trainer Boxes!
Darkness Ablaze Elite Trainer Box!,Elite Trainer Box,Sealed,Darkness Ablaze,Collecting Elite Trainer Boxes!
Paldean Fates Elite Trainer Box!,Elite Trainer Box,Sealed,Paldean Fates,Collecting Elite Trainer Boxes!
Obsidian Flames Elite Trainer Box!,Elite Trainer Box,Sealed,Obsidian Flames,Collecting Elite Trainer Boxes!
Paldea Evolved Elite Trainer Box!,Elite Trainer Box,Sealed,Paldea Evolved,Collecting Elite Trainer Boxes!
Astral Radiance Elite Trainer Box!,Elite Trainer Box,Sealed,Astral Radiance,Collecting Elite Trainer Boxes!
151 - Booster Pack!,Booster,Sealed,151,Collecting Elite Trainer Boxes!
Fusion Strike - Booster Pack!,Booster,Sealed,Fustion Strike,Collecting Elite Trainer Boxes!
Lost Origin - Booster Pack!,Booster,Sealed,Lost Origin,Collecting Elite Trainer Boxes!
Brilliant Stars - Booster Pack!,Booster,Sealed,Brilliant Stars,Collecting Elite Trainer Boxes!
Crown Zenith - Booster Pack!,Booster,Sealed,Crown Zenith,Collecting Elite Trainer Boxes!
Vivid Voltage - Booster Pack!,Booster,Sealed,Vivid Voltage,Collecting Elite Trainer Boxes!
Ultra Prism Elite Trainer Box [Dawn Wings Necrozma]!,Elite Trainer Box,Sealed,Ultra Prism,Double Elite Trouble!
Ultra Prism Elite Trainer Box [Dusk Mane Necrozma]!,Elite Trainer Box,Sealed,Ultra Prism,Double Elite Trouble!
Evolving Skies Elite Trainer Box [Flareon/Jolteon/Umbreon/Leafeon]!,Elite Trainer Box,Sealed,Evolving Skies,Double Elite Trouble!
Evolving Skies Elite Trainer Box [Glaceon/Vaporeon/Sylveon/Espeon]!,Elite Trainer Box,Sealed,Evolving Skies,Double Elite Trouble!
Sun & Moon Elite Trainer Box [Solgaleo]!,Elite Trainer Box,Sealed,Sun & Moon,Double Elite Trouble!
Sun & Moon Elite Trainer Box [Lunala]!,Elite Trainer Box,Sealed,Sun & Moon,Double Elite Trouble!
Sword & Shield Elite Trainer Box [Zacian]!,Elite Trainer Box,Sealed,Sword & Shield,Double Elite Trouble!
Sword & Shield Elite Trainer Box [Zamazenta]!,Elite Trainer Box,Sealed,Sword & Shield,Double Elite Trouble!
Chilling Reign Elite Trainer Box [Ice Rider Calyrex]!,Elite Trainer Box,Sealed,Chilling Reign,Double Elite Trouble!
Chilling Reign Elite Trainer Box [Shadow Rider Calyrex]!,Elite Trainer Box,Sealed,Chilling Reign,Double Elite Trouble!
Battle Styles Elite Trainer Box [Rapid Strike Urshifu] (Blue)!,Elite Trainer Box,Sealed,Battle Styles,Double Elite Trouble!
Scarlet & Violet Elite Trainer Box [Miraidon]!,Elite Trainer Box,Sealed,Scarlet & Violet,Double Elite Trouble!
Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red)!,Elite Trainer Box,Sealed,Battle Styles,Double Elite Trouble!
Temporal Forces Elite Trainer Box [Iron Leaves]!,Elite Trainer Box,Sealed,Temporal Forces,Double Elite Trouble!
Paradox Rift Elite Trainer Box [Iron Valiant]!,Elite Trainer Box,Sealed,Paradox Rift,Double Elite Trouble!
Temporal Forces Elite Trainer Box [Walking Wake]!,Elite Trainer Box,Sealed,Temporal Forces,Double Elite Trouble!
Paradox Rift Elite Trainer Box [Roaring Moon]!,Elite Trainer Box,Sealed,Paradox Rift,Double Elite Trouble!
Scarlet & Violet Elite Trainer Box [Koraidon]!,Elite Trainer Box,Sealed,Scarlet & Violet,Double Elite Trouble!
Evolving Skies - Booster Pack!,Booster,Sealed,Evolving Skies,Double Elite Trouble!
Chilling Reign - Booster Pack!,Booster,Sealed,Chilling Reign,Double Elite Trouble!
Sword & Shield - Booster Pack!,Booster,Sealed,Sword & Shield,Double Elite Trouble!
Battle Styles - Booster Pack!,Booster,Sealed,Battle Styles,Double Elite Trouble!
Paradox Rift - Booster Pack!,Booster,Sealed,Paradox Rift,Double Elite Trouble!
Scarlet & Violet - Booster Pack!,Booster,Sealed,Scarlet & Violet,Double Elite Trouble!
Evolving Skies Pokemon Center Elite Trainer Box [Glaceon/Vaporeon/Sylveon/Espeon] (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Evolving Skies,Officer Jenny's Secret Stash!
Celebrations Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Celebrations,Officer Jenny's Secret Stash!
Crown Zenith Pokemon Center Elite Trainer Box Plus!,Exclusive Elite Trainer Box,Sealed,Crown Zenith,Officer Jenny's Secret Stash!
Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Koraidon]!,Exclusive Elite Trainer Box,Sealed,Scarlet & Violet,Officer Jenny's Secret Stash!
Chilling Reign Pokemon Center Elite Trainer Box [Ice Rider Calyrex] (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Chilling Reign,Officer Jenny's Secret Stash!
Sword & Shield Elite Trainer Box Plus [Zamazenta]!,Elite Trainer Box +,Sealed,Sword & Shield,Officer Jenny's Secret Stash!
Silver Tempest Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Silver Tempest,Officer Jenny's Secret Stash!
Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Iron Leaves]!,Exclusive Elite Trainer Box,Sealed,Temporal Forces,Officer Jenny's Secret Stash!
Pokemon GO Pokemon Center Elite Trainer Box Plus (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Pokemon GO,Officer Jenny's Secret Stash!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Iron Valiant]!,Exclusive Elite Trainer Box,Sealed,Paradox Rift,Officer Jenny's Secret Stash!
Fusion Strike Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Fusion Strike,Officer Jenny's Secret Stash!
Brilliant Stars Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Brilliant Stars,Officer Jenny's Secret Stash!
Evolving Skies - Booster Pack!,Booster,Sealed,Evolving Skies,Officer Jenny's Secret Stash!
Celebrations - Booster Pack!,Booster,Sealed,Celebrations,Officer Jenny's Secret Stash!
Sword & Shield - Booster Pack!,Booster,Sealed,Sword & Shield,Officer Jenny's Secret Stash!
Fusion Strike - Booster Pack!,Booster,Sealed,Fusion Strike,Officer Jenny's Secret Stash!
Brilliant Stars - Booster Pack!,Booster,Sealed,Brilliant Stars,Officer Jenny's Secret Stash!
Crown Zenith - Booster Pack!,Booster,Sealed,Crown Zenith,Officer Jenny's Secret Stash!
Silver Tempest - Booster Pack!,Booster,Sealed,Silver Tempest,Officer Jenny's Secret Stash!
Scarlet & Violet - Booster Pack!,Booster,Sealed,Scarlet & Violet,Officer Jenny's Secret Stash!
Sylveon VMAX,Near Mint,Holofoil,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Leafeon VMAX,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Glaceon VMAX,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Espeon VMAX,Holofoil,Lightly Played+,SWSH8: Fusion Strike,"I Choose You, Eevee!"
Espeon V,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Umbreon V,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Vaporeon VMAX,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Glaceon V,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Jolteon VMAX,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Umbreon VMAX,Holofoil,Near Mint,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Flareon VMAX,Holofoil,Near Mint,SWSHP: SWSH Black Star Promos,"I Choose You, Eevee!"
Vaporeon V,Holofoil,Near Mint,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Sylveon VMAX,Holofoil,Near Mint,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Sylveon V,Holofoil,Near Mint,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Leafeon V,Holofoil,Near Mint,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Flareon V,Holofoil,Near Mint,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Jolteon V,Holofoil,Near Mint,SWSH7: Evolving Skies,"I Choose You, Eevee!"
Eevee-GX,Holofoil,Near Mint,SMP: SM Black Star Promos,"I Choose You, Eevee!"
Eevee,Holofoil,Near Mint,SWSH9TG: Brilliant Stars Trainer Gallery,"I Choose You, Eevee!"
Eevee,Normal,Near Mint,SM12: Cosmic Eclipse,"I Choose You, Eevee!"
Eevee,Normal,Near Mint,SWSH10: Astral Radiance,"I Choose You, Eevee!"
Evolving Skies Pokemon Center Elite Trainer Box [Jolteon/Flareon/Umbreon/Leafeon] (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Evolving Skies,Nurse Joy's Secret Stash!
151 Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,151,Nurse Joy's Secret Stash!
Paldean Fates Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Paldean Fates,Nurse Joy's Secret Stash!
Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Miraidon]!,Exclusive Elite Trainer Box,Sealed,Scarlet & Violet,Nurse Joy's Secret Stash!
Paldea Evolved Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Paldea Evolved,Nurse Joy's Secret Stash!
Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Walking Wake]!,Exclusive Elite Trainer Box,Sealed,Temporal Forces,Nurse Joy's Secret Stash!
Chilling Reign Pokemon Center Elite Trainer Box [Shadow Rider Calyrex] (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Chilling Reign,Nurse Joy's Secret Stash!
Sword & Shield Elite Trainer Box Plus [Zacian]!,Elite Trainer Box +,Sealed,Sword & Shield,Nurse Joy's Secret Stash!
Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Roaring Moon]!,Exclusive Elite Trainer Box,Sealed,Paradox Rift,Nurse Joy's Secret Stash!
Lost Origin Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Lost Origin,Nurse Joy's Secret Stash!
Obsidian Flames Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Obsidian Flames,Nurse Joy's Secret Stash!
Astral Radiance Pokemon Center Elite Trainer Box (Exclusive)!,Exclusive Elite Trainer Box,Sealed,Astral Radiance,Nurse Joy's Secret Stash!
Evolving Skies - Booster Pack!,Booster,Sealed,Evolving Skies,Nurse Joy's Secret Stash!
151 - Booster Pack!,Booster,Sealed,151,Nurse Joy's Secret Stash!
Sword & Shield - Booster Pack!,Booster,Sealed,Sword & Shield,Nurse Joy's Secret Stash!
Astral Radiance - Booster Pack!,Booster,Sealed,Astral Radiance,Nurse Joy's Secret Stash!
Paldea Evolved - Booster Pack!,Booster,Sealed,Paldea Evolved,Nurse Joy's Secret Stash!
Obsidian Flames - Booster Pack!,Booster,Sealed,Obsidian Flames,Nurse Joy's Secret Stash!
Paradox Rift - Booster Pack!,Booster,Sealed,Paradox Rift,Nurse Joy's Secret Stash!
Scarlet & Violet - Booster Pack!,Booster,Sealed,Scarlet & Violet,Nurse Joy's Secret Stash!
Giovanni's Gyarados (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machamp (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoking (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Persian (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoqueen (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Pinsir (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machoke (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Magikarp (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Meowth (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Meowth (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidorina (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidorino (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Machop (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoran ♀ (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Giovanni's Nidoran ♂ (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Earth Badge!
Charizard ex,Holofoil,Lightly Played+,SV3PT5: 151,Top Shelf 151
Venusaur ex,Holofoil,Lightly Played+,SV3PT5: 151,Top Shelf 151
Zapdos ex,Holofoil,Lightly Played+,SV3PT5: 151,Top Shelf 151
Blastoise ex,Holofoil,Lightly Played+,SV3PT5: 151,Top Shelf 151
Charmander,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Charizard ex,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Bulbasaur,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Erika's Invitation,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Alakazam ex,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Blastoise ex,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Ditto,Holofoil,Near Mint,SV3PT5: 151,Top Shelf 151
Roaring Moon ex,Holofoil,Lightly Played+,SV4: Paradox Rift,Top Shelf Paradox Rift
Groudon,Holofoil,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Iron Valiant ex,Holofoil,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Gholdengo ex,Holofoil,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Altaria ex,Holofoil,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Iron Hands ex,Holofoil,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Porygon,Normal,Near Mint,SV4: Paradox Rift,Top Shelf Paradox Rift
Evolving Skies Booster Display!,Booster Display,Sealed,Evolving Skies,Welcome to Galar!
Sword & Shield Booster Display!,Booster Display,Sealed,Sword & Shield,Welcome to Galar!
Rebel Clash Booster Display!,Booster Display,Sealed,Rebel Clash,Welcome to Galar!
Fusion Strike Booster Display!,Booster Display,Sealed,Fusion Strike,Welcome to Galar!
Chilling Reign Booster Display!,Booster Display,Sealed,Chilling Reign,Welcome to Galar!
Lost Origin Booster Display!,Booster Display,Sealed,Lost Origin,Welcome to Galar!
Astral Radiance Booster Display!,Booster Display,Sealed,Astral Radiance,Welcome to Galar!
Brilliant Stars Booster Display!,Booster Display,Sealed,Brilliant Stars,Welcome to Galar!
Darkness Ablaze Booster Display!,Booster Display,Sealed,Darkness Ablaze,Welcome to Galar!
Silver Tempest Booster Display!,Booster Display,Sealed,Silver Tempest,Welcome to Galar!
Battle Styles Booster Display!,Booster Display,Sealed,Battle Styles,Welcome to Galar!
Evolving Skies - Booster Pack!,Booster,Sealed,Evolving Skies,Welcome to Galar!
Chilling Reign - Booster Pack!,Booster,Sealed,Chilling Reign,Welcome to Galar!
Sword & Shield - Booster Pack!,Booster,Sealed,Sword & Shield,Welcome to Galar!
Fusion Strike - Booster Pack!,Booster,Sealed,Fusion Strike,Welcome to Galar!
Astral Radiance - Booster Pack!,Booster,Sealed,Astral Radiance,Welcome to Galar!
Rebel Clash - Booster Pack!,Booster,Sealed,Rebel Clash,Welcome to Galar!
Lost Origin - Booster Pack!,Booster,Sealed,Lost Origin,Welcome to Galar!
Brilliant Stars - Booster Pack!,Booster,Sealed,Brilliant Stars,Welcome to Galar!
Darkness Ablaze - Booster Pack!,Booster,Sealed,Darkness Ablaze,Welcome to Galar!
Battle Styles - Booster Pack!,Booster,Sealed,Battle Styles,Welcome to Galar!
Silver Tempest - Booster Pack!,Booster,Sealed,Silver Tempest,Welcome to Galar!
Blaine's Charizard (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Moltres (1st Edition),1st Edition Holofoil,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Arcanine (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine (1st Edition),1st Edition Holofoil,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ninetales (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmeleon (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmander (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Kangaskhan (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Growlithe (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Dodrio (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Charmander (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Magmar (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Growlithe (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Rapidash (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Growlithe (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ponyta (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Tauros (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Vulpix (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Mankey (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Ponyta (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Vulpix (1st Edition),1st Edition,Lightly Played+,GYM1: Gym Heroes,The Volcano Badge!
Blaine's Rhyhorn (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Blaine's Doduo (1st Edition),1st Edition,Lightly Played+,GYM2: Gym Challenge,The Volcano Badge!
Dragonite V,Holofoil,Lightly Played+,SWSH7: Evolving Skies,"I Choose You, Dragonite!"
Dragonite-GX,Holofoil,Near Mint,SM11: Unified Minds,"I Choose You, Dragonite!"
Dark Dragonite,Normal,Near Mint,EX7: Team Rocket Returns,"I Choose You, Dragonite!"
Dragonite-GX,Holofoil,Near Mint,SMP: SM Black Star Promos,"I Choose You, Dragonite!"
Dragonite VSTAR,Holofoil,Near Mint,PGO: Pokémon GO,"I Choose You, Dragonite!"
